price,postal_code,rooms,area,state,has_open_fire,property_type,property_subtype,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen,is_luxurious
460000,1000,2,89,2,-1,0,0,2,0,1,-1,0,3,0
469000,1000,2,93,1,-1,0,0,2,0,1,0,0,3,0
400000,1000,2,114,0,-1,0,0,2,-1,1,0,0,3,0
550000,1000,1,64,1,-1,0,0,2,-1,0,0,0,3,0
395000,1000,2,115,4,-1,0,4,2,0,1,0,0,3,0
199000,1000,1,43,4,-1,0,12,2,1,0,0,2,4,0
825000,1000,3,231,0,-1,0,0,2,-1,1,-1,0,3,0
830000,1000,3,231,0,-1,0,0,2,-1,1,-1,0,3,0
239000,1020,3,100,3,-1,0,0,3,-1,1,-1,2,4,0
409000,1000,2,96,2,-1,0,0,2,0,1,-1,0,3,0
745000,1000,3,215,4,-1,0,0,-1,-1,1,0,2,1,0
135000,1020,-1,32,3,-1,0,0,2,-1,1,-1,2,4,0
399000,1000,3,128,2,-1,0,0,2,0,-1,-1,0,3,0
265000,1000,1,59,2,-1,0,0,2,-1,-1,-1,2,3,0
690000,1000,3,160,4,-1,0,0,-1,0,1,1,2,2,0
265000,1120,3,88,0,-1,0,0,2,0,1,-1,0,4,0
172500,1000,-1,41,0,-1,0,0,2,1,-1,-1,2,3,0
260000,1120,2,94,4,-1,0,0,2,0,1,-1,2,4,0
210000,1020,2,75,7,-1,0,0,2,-1,1,-1,2,2,0
229000,1020,2,85,3,-1,0,0,3,-1,1,0,2,4,0
368150,1120,3,107,3,-1,0,0,2,0,1,-1,0,3,0
399000,1000,3,133,2,-1,0,0,2,-1,1,0,2,3,0
527000,1000,2,92,0,-1,0,0,4,-1,1,0,2,4,0
325000,1000,2,102,2,-1,0,0,2,-1,1,-1,0,3,0
350000,1000,2,96,2,-1,0,0,2,-1,1,0,2,3,0
139000,1120,0,40,7,-1,0,12,2,0,1,0,2,2,0
350000,1020,2,96,2,-1,0,0,2,-1,1,0,2,3,0
325000,1020,2,102,2,-1,0,0,2,-1,1,-1,2,3,0
399000,1020,3,133,2,-1,0,0,2,-1,1,0,0,3,0
525000,1000,2,150,4,-1,0,0,2,0,1,1,0,3,0
352000,1020,3,97,2,-1,0,0,2,0,1,0,2,4,0
630000,1000,3,130,2,-1,0,0,2,0,1,-1,0,3,0
395000,1000,1,68,0,-1,0,0,-1,-1,-1,-1,2,4,0
310000,1000,2,100,4,-1,0,0,-1,-1,1,-1,2,4,0
2450000,1000,4,339,3,-1,0,0,-1,0,1,0,2,3,1
1200000,1000,3,233,0,-1,0,0,2,0,1,1,0,3,1
275000,1020,2,85,3,-1,0,0,-1,-1,1,-1,2,4,0
381150,1120,3,107,3,-1,0,10,2,0,1,-1,0,3,0
225000,1020,2,72,3,-1,0,0,2,-1,1,-1,2,4,0
285000,1000,1,70,3,-1,0,13,2,-1,0,0,2,4,0
590000,1000,2,92,4,-1,0,0,3,1,1,-1,0,3,0
695000,1000,2,174,4,-1,0,10,2,0,1,-1,0,0,0
225000,1120,2,75,5,-1,0,0,4,0,1,-1,0,2,0
330000,1000,2,95,2,-1,0,0,-1,0,1,0,2,3,0
445000,1000,3,140,0,-1,0,4,3,0,1,-1,2,0,0
444000,1000,2,104,2,-1,0,10,4,-1,1,-1,0,3,0
407000,1000,2,107,2,-1,2,5,4,-1,1,-1,0,3,0
209000,1020,2,90,3,-1,0,0,2,-1,1,0,2,4,0
407000,1000,2,105,2,-1,2,5,4,-1,1,-1,0,3,0
1595000,1000,3,156,2,-1,0,10,2,0,1,1,0,3,1
250000,1000,2,80,7,-1,0,0,2,0,-1,-1,0,3,0
239000,1020,2,84,3,-1,0,0,-1,-1,-1,-1,2,4,0
225000,1000,-1,62,3,-1,0,0,2,1,0,0,2,4,0
540000,1000,2,135,4,-1,0,4,2,0,1,-1,0,3,0
750000,1000,3,226,4,-1,0,0,-1,0,1,-1,2,4,0
595000,1000,3,188,7,-1,0,10,-1,0,1,-1,2,4,0
200000,1000,1,30,0,-1,0,12,2,1,1,-1,0,3,0
375000,1000,2,99,2,-1,0,0,4,-1,1,0,0,3,0
369000,1000,2,95,2,-1,0,0,3,-1,1,1,0,3,0
405000,1000,2,99,2,-1,0,0,4,-1,1,1,0,3,0
367000,1000,2,98,2,-1,0,0,-1,0,1,1,0,3,0
495000,1000,2,149,7,-1,0,0,-1,-1,1,-1,2,4,0
450000,1000,2,95,4,-1,0,0,2,0,1,0,2,4,0
199000,1000,1,71,7,-1,0,0,-1,-1,0,0,2,4,0
265000,1120,2,88,4,-1,0,0,-1,0,1,-1,2,4,0
685000,1000,2,125,0,-1,0,4,2,-1,1,-1,2,3,0
361000,1000,2,114,2,-1,0,0,-1,0,1,0,2,4,0
240000,1020,2,92,4,-1,0,0,2,0,1,0,0,0,0
2785000,1000,7,785,0,-1,0,0,2,1,1,-1,0,3,1
285000,1000,2,76,0,-1,0,0,-1,1,1,0,0,4,0
899000,1000,3,190,0,-1,0,10,3,-1,1,-1,2,0,0
475000,1000,2,105,3,-1,0,4,2,-1,1,0,0,0,0
299000,1020,1,70,2,-1,0,0,3,-1,1,-1,0,3,0
630000,1020,3,155,2,-1,0,0,3,-1,1,-1,0,3,0
435000,1020,3,121,2,-1,0,0,3,-1,1,-1,0,3,0
270000,1020,1,73,2,-1,0,0,3,-1,1,1,0,3,0
345000,1020,2,99,2,-1,0,0,3,-1,1,1,0,3,0
235000,1020,0,47,2,-1,0,12,3,-1,1,-1,0,3,0
605000,1020,4,178,2,-1,0,0,3,-1,1,1,0,3,0
520000,1000,2,105,4,-1,0,0,-1,0,1,1,2,4,0
299000,1020,2,85,3,-1,0,0,2,-1,1,0,2,4,0
249000,1020,2,90,3,-1,0,0,2,0,1,0,0,4,0
245000,1000,2,80,4,-1,0,0,2,0,0,0,0,3,0
245000,1000,2,74,1,-1,0,4,2,0,0,0,0,0,0
189000,1020,1,50,3,-1,0,0,2,-1,1,0,2,4,0
189000,1020,1,50,4,-1,0,0,2,0,1,0,2,4,0
1270000,1000,4,316,4,-1,0,0,2,0,1,0,0,0,1
265000,1020,3,85,3,-1,2,5,2,-1,0,1,2,4,0
189000,1020,1,65,3,-1,0,0,2,-1,1,0,2,4,0
275000,1020,2,111,5,-1,0,0,2,0,1,0,0,2,0
325000,1020,2,101,2,-1,0,0,-1,0,1,0,2,4,0
361000,1020,2,114,2,-1,0,0,-1,0,1,0,2,4,0
325000,1000,2,101,2,-1,0,0,-1,0,1,0,2,4,0
225000,1000,1,69,3,-1,0,0,-1,-1,0,0,2,4,0
515000,1000,2,170,1,-1,0,6,2,0,0,0,0,3,0
416000,1000,2,104,2,-1,0,0,4,-1,1,1,0,3,0
327000,1020,2,110,5,-1,0,0,-1,-1,1,0,0,2,0
199900,1000,1,44,3,-1,0,0,-1,-1,-1,-1,2,4,0
595000,1000,2,145,4,-1,0,4,2,0,1,0,0,3,0
189000,1020,1,50,1,-1,0,10,-1,-1,-1,-1,2,4,0
549000,1000,2,150,4,-1,0,13,2,0,1,1,0,4,0
295000,1000,-1,37,0,-1,0,12,2,1,-1,-1,0,4,0
395000,1000,1,73,0,-1,0,0,2,1,-1,-1,0,4,0
199000,1020,1,190,3,-1,0,0,2,-1,0,0,2,4,0
555000,1000,2,102,0,-1,0,0,2,1,0,0,2,4,0
298000,1000,2,76,4,-1,0,0,2,-1,-1,-1,2,3,0
145000,1020,1,56,7,-1,0,0,2,0,0,0,0,0,0
345000,1120,2,103,4,-1,0,0,-1,0,0,0,2,4,0
349000,1120,3,106,4,-1,0,0,-1,-1,-1,-1,2,4,0
199000,1020,1,60,3,-1,0,0,2,-1,1,0,2,4,0
395000,1000,2,120,4,-1,0,13,2,0,1,0,2,4,0
199000,1000,0,37,0,-1,0,12,2,1,1,0,0,0,0
295000,1020,3,98,1,-1,0,0,2,-1,1,1,0,4,0
215000,1020,2,90,4,-1,0,0,2,0,1,0,0,0,0
325000,1000,1,60,4,-1,0,0,2,0,0,0,2,4,0
245000,1020,2,111,4,-1,0,0,2,0,1,0,2,4,0
195000,1020,2,78,5,-1,0,0,2,0,1,0,0,2,0
245000,1000,1,71,0,-1,0,0,3,-1,0,-1,0,3,0
224000,1020,2,70,4,-1,0,0,2,0,1,0,0,0,0
260000,1020,3,118,5,-1,2,5,2,0,0,1,0,4,0
215000,4000,2,99,0,-1,0,0,-1,0,1,0,0,2,0
599000,4000,3,145,0,-1,0,10,-1,-1,-1,-1,2,4,0
250000,4000,3,70,4,-1,0,0,-1,-1,-1,-1,2,4,0
290000,4020,3,130,3,-1,0,0,-1,0,1,0,2,4,0
110000,4020,-1,80,4,-1,0,0,2,0,0,0,2,4,0
460000,4000,3,132,4,-1,0,10,3,-1,1,-1,2,4,0
120000,4030,2,66,4,-1,0,0,2,-1,-1,-1,0,2,0
139000,4000,1,55,4,-1,0,0,2,0,0,0,2,4,0
199000,4020,2,115,4,-1,0,0,2,0,0,0,2,3,0
428250,4000,2,104,2,-1,0,0,3,-1,1,-1,2,4,0
513250,4000,2,117,2,-1,0,0,3,-1,1,-1,2,4,0
519500,4031,3,110,2,-1,0,10,2,0,1,0,2,3,0
234000,4020,3,144,0,-1,0,0,-1,0,1,-1,2,0,0
85000,4000,1,35,5,-1,0,12,-1,0,1,0,2,4,0
189000,4000,2,100,7,-1,0,0,2,0,1,0,2,4,0
199000,4000,1,76,0,-1,0,6,1,-1,-1,-1,0,0,0
120000,4000,1,30,3,-1,0,4,2,-1,0,0,2,4,0
130000,4030,1,68,4,-1,0,0,3,-1,0,-1,0,4,0
220000,4020,2,94,4,-1,0,0,2,0,1,0,2,2,0
170869,4020,2,73,1,-1,0,0,4,0,1,0,0,4,0
192356,4020,3,86,1,-1,0,0,4,0,1,0,0,4,0
260000,4000,2,90,0,-1,0,0,4,-1,1,0,2,3,0
285570,4000,2,93,3,-1,0,0,2,-1,1,0,2,4,0
159000,4020,2,80,7,-1,0,0,3,0,1,1,0,0,0
292755,4000,2,93,3,-1,0,0,2,-1,1,0,2,4,0
599000,4020,2,109,0,-1,0,4,-1,1,1,0,2,4,0
195000,4000,2,55,0,-1,0,0,2,0,1,-1,0,3,0
315560,4020,3,114,3,-1,0,0,-1,-1,1,1,2,4,0
80000,4030,1,40,4,-1,0,0,2,-1,-1,-1,2,0,0
149000,4020,2,80,4,-1,0,0,-1,0,1,-1,0,4,0
367500,4000,3,117,3,-1,0,0,3,-1,1,0,2,4,0
425000,4000,2,109,3,-1,0,0,2,-1,1,0,2,4,0
335000,4000,3,117,3,-1,0,0,3,-1,1,0,2,4,0
395000,4000,2,108,3,-1,0,0,2,-1,1,0,2,4,0
415000,4000,2,105,3,-1,0,0,3,-1,1,0,2,4,0
135000,4000,1,45,4,-1,0,0,-1,-1,1,0,2,4,0
135000,4000,1,51,5,-1,0,0,2,-1,1,-1,2,4,0
185000,4020,2,80,4,-1,0,0,2,0,1,-1,0,0,0
349500,4020,2,111,2,-1,0,0,-1,-1,0,0,2,4,0
334500,4020,3,113,2,-1,0,0,-1,-1,0,0,2,4,0
362000,4020,2,117,2,-1,0,0,-1,-1,0,0,2,4,0
307000,4000,2,87,3,-1,0,0,2,-1,1,0,2,4,0
380000,4000,3,110,3,-1,0,0,3,-1,1,0,2,4,0
297000,4000,2,87,3,-1,0,0,2,-1,1,0,2,4,0
295260,4000,2,100,3,-1,0,0,2,-1,1,0,2,4,0
300390,4000,2,97,3,-1,0,0,2,-1,1,0,2,4,0
293650,4000,2,84,3,-1,0,0,1,-1,1,1,2,4,0
218000,4000,2,63,3,-1,0,0,1,-1,1,0,2,4,0
293692,4000,2,96,3,-1,0,0,2,-1,1,0,2,4,0
297540,4000,2,96,3,-1,0,0,2,-1,1,0,2,4,0
421300,4000,3,129,3,-1,0,0,4,-1,1,0,2,4,0
318600,4000,2,102,3,-1,0,0,3,-1,1,0,2,4,0
299000,4000,2,100,3,-1,0,0,2,-1,1,0,2,4,0
320700,4000,2,101,3,-1,0,0,3,-1,1,0,2,4,0
305700,4000,2,95,3,-1,0,0,2,-1,1,0,2,4,0
301050,4000,2,93,3,-1,0,0,2,-1,1,0,2,4,0
312900,4000,2,94,3,-1,0,0,2,-1,1,0,2,4,0
296542,4000,2,97,3,-1,0,0,2,-1,1,0,2,4,0
344000,4000,3,139,2,-1,0,0,-1,-1,1,-1,0,4,0
169000,4000,1,83,2,-1,0,4,2,0,1,0,2,3,0
210000,4000,-1,170,3,-1,0,0,-1,-1,0,0,2,1,0
195000,4000,-1,150,3,-1,0,0,-1,-1,0,0,2,1,0
119500,4020,1,45,7,-1,0,0,2,0,1,0,2,0,0
99000,4020,2,63,4,-1,0,0,2,0,0,0,0,2,0
99000,4020,2,57,4,-1,0,0,2,0,-1,-1,0,2,0
99000,4020,2,63,4,-1,0,0,2,0,-1,-1,0,2,0
220000,4000,2,111,4,-1,0,0,3,0,-1,-1,0,0,0
135000,4000,1,39,7,-1,0,12,2,0,1,-1,0,4,0
199000,4000,2,85,4,-1,0,4,-1,-1,-1,-1,2,4,0
89000,4000,1,46,4,-1,0,0,-1,-1,-1,-1,2,4,0
225000,4000,2,300,5,-1,0,6,-1,-1,-1,-1,2,4,0
760000,4000,5,247,4,-1,0,0,-1,0,-1,-1,0,0,1
135000,4020,2,65,4,-1,0,0,2,0,-1,-1,0,0,0
170012,4000,1,20,2,-1,0,12,2,1,1,-1,0,0,0
450000,4031,3,151,2,-1,2,5,4,0,1,1,2,0,0
179000,4030,2,78,1,-1,0,0,3,0,1,0,0,0,0
150000,4030,2,80,3,-1,0,0,-1,0,1,0,2,2,0
184000,4000,2,97,4,-1,0,0,-1,-1,1,1,2,0,0
215000,4000,4,120,4,-1,0,0,2,0,-1,-1,0,0,0
175113,4000,1,20,2,-1,0,12,2,1,1,-1,0,0,0
260000,4000,3,104,3,-1,0,0,2,-1,0,0,2,4,0
225000,4000,3,122,1,-1,0,0,2,0,1,1,0,3,0
130000,4020,1,59,4,-1,0,0,2,0,1,0,0,4,0
550000,4000,2,131,2,-1,0,0,2,0,1,0,2,4,0
595000,4000,2,131,2,-1,0,0,2,0,1,0,2,1,0
150000,4020,3,112,0,-1,0,0,-1,-1,1,0,0,0,0
339000,4020,3,120,1,-1,0,0,-1,-1,0,0,2,4,0
595000,4000,2,116,2,-1,0,0,2,0,1,1,2,1,0
90000,4000,2,90,3,-1,0,0,2,-1,0,0,2,4,0
199000,4020,3,81,2,-1,0,4,3,0,1,-1,0,0,0
229000,4000,2,108,7,-1,0,0,2,0,1,0,0,2,0
109000,4020,1,50,5,-1,0,0,3,0,1,0,0,4,0
159000,4020,2,75,4,-1,0,0,2,0,1,-1,2,4,0
240000,4020,2,124,3,-1,0,0,2,-1,1,0,2,4,0
96000,4030,1,35,4,-1,0,0,2,-1,0,-1,0,2,0
135000,4020,1,47,4,-1,0,0,2,-1,1,-1,2,4,0
99000,4000,1,62,7,-1,0,0,2,0,0,0,0,4,0
359000,4031,3,117,3,-1,0,0,3,-1,1,0,2,4,0
112000,4030,-1,57,3,-1,0,0,1,-1,1,0,2,4,0
125000,4032,1,60,7,-1,0,0,2,0,1,0,0,0,0
500387,4000,3,129,3,-1,0,0,2,0,1,0,0,4,0
524615,4000,3,129,3,-1,0,0,2,0,1,0,0,4,0
341140,4000,2,97,2,-1,0,0,-1,-1,1,1,0,0,0
344920,4000,2,99,2,-1,0,0,-1,-1,1,1,0,0,0
443290,4000,2,123,2,-1,0,0,-1,-1,1,1,0,0,0
469600,4000,3,133,2,-1,0,0,-1,-1,1,1,0,0,0
149000,4020,1,60,4,-1,0,0,-1,0,1,0,2,4,0
119000,4000,2,97,4,-1,0,0,2,-1,0,0,0,2,0
395000,4000,5,334,5,-1,0,13,4,0,1,-1,1,0,1
99000,4000,0,40,4,-1,0,12,2,0,1,0,0,4,0
248500,4000,4,161,4,-1,0,4,3,0,1,0,0,4,0
249000,4000,2,80,3,-1,0,0,-1,0,1,0,2,4,0
164000,4030,2,82,3,-1,0,10,2,-1,1,0,2,4,0
495000,4000,3,148,3,-1,0,0,-1,-1,-1,-1,2,4,0
149000,4020,1,42,1,-1,0,0,-1,-1,0,0,2,4,0
155000,4020,1,57,4,-1,0,0,2,0,1,0,0,0,0
198000,4020,2,90,0,-1,0,0,4,-1,1,0,0,3,0
129000,4000,1,44,4,-1,0,0,2,0,1,0,0,2,0
110000,4000,1,36,0,-1,0,12,-1,0,0,0,0,0,0
295000,4031,2,85,3,-1,0,0,3,0,1,0,2,4,0
125000,4020,2,72,5,-1,0,0,2,0,0,0,2,4,0
158000,4000,1,67,4,-1,0,0,2,-1,1,0,2,0,0
275000,4000,3,106,5,-1,0,0,3,0,1,0,2,4,0
450000,4020,3,168,4,-1,0,0,2,-1,-1,-1,2,4,0
255000,4000,2,85,3,-1,0,0,-1,-1,-1,-1,2,4,0
199000,4000,2,77,7,-1,0,10,3,0,1,0,0,4,0
167500,4020,2,75,3,-1,0,0,-1,0,1,0,2,4,0
95000,4030,1,43,0,-1,0,0,2,0,0,0,0,0,0
149000,4020,1,48,3,-1,0,0,2,-1,0,0,2,4,0
109500,4000,1,48,4,-1,0,0,2,0,0,0,0,2,0
360250,4000,2,114,2,-1,0,0,3,-1,1,-1,2,4,0
334750,4000,2,117,2,-1,0,0,-1,-1,-1,-1,2,4,0
195000,4032,2,80,3,-1,0,0,2,-1,-1,-1,2,4,0
368750,4000,2,117,2,-1,0,0,-1,-1,-1,-1,2,4,0
338150,4000,2,118,2,-1,0,0,3,-1,1,-1,2,4,0
377250,4000,2,122,2,-1,0,0,3,-1,1,-1,2,4,0
355150,4000,2,118,2,-1,0,0,3,-1,1,-1,2,4,0
351750,4000,2,107,2,-1,0,0,3,-1,1,-1,2,4,0
99000,4020,0,53,5,-1,0,0,-1,-1,0,0,2,4,0
135000,4020,2,88,3,-1,0,0,4,0,1,0,2,4,0
125000,4020,2,81,5,-1,0,0,3,0,0,0,2,4,0
280000,4000,3,142,3,-1,0,0,3,0,1,0,2,4,0
299000,4000,3,92,2,-1,0,10,3,0,1,0,0,0,0
232500,4000,3,95,4,-1,0,0,-1,-1,-1,-1,2,4,0
590000,4000,3,148,3,-1,0,0,-1,-1,-1,-1,2,4,0
840000,4000,4,196,3,-1,0,0,-1,-1,0,0,2,4,1
97000,4000,1,41,4,-1,0,12,3,0,0,0,0,0,0
239000,4000,4,140,4,-1,0,4,2,1,0,0,0,4,0
239000,4020,4,140,4,-1,0,4,2,1,0,0,0,4,0
149000,4020,1,60,4,-1,0,0,-1,0,1,0,2,4,0
95000,4000,1,45,4,-1,0,0,2,0,0,1,0,4,0
329000,4000,2,85,0,-1,0,0,2,0,1,0,0,0,0
399000,4000,4,182,4,-1,0,0,2,-1,1,-1,2,4,0
214000,4000,3,94,4,-1,0,0,2,0,1,0,0,2,0
125000,4000,1,45,4,-1,0,0,2,0,0,1,0,4,0
220000,4000,2,90,4,-1,0,0,3,0,1,0,0,2,0
229000,4030,2,70,4,-1,0,0,2,0,1,0,0,3,0
257600,4000,1,65,2,-1,0,0,2,0,1,1,0,0,0
272250,4000,2,85,2,-1,0,0,2,0,1,0,0,4,0
303250,4000,2,85,2,-1,0,0,-1,0,1,0,0,4,0
290250,4000,2,85,2,-1,0,0,2,0,1,0,0,4,0
435250,4000,3,130,2,-1,0,10,2,0,1,0,0,4,0
222750,4000,1,60,2,-1,0,0,2,0,1,0,0,4,0
235750,4000,1,60,2,-1,0,0,2,0,1,0,0,4,0
345000,4000,2,120,5,-1,0,0,-1,-1,-1,-1,2,4,0
439000,4000,4,157,2,-1,0,0,-1,1,1,0,0,4,0
235000,4020,-1,120,4,-1,0,0,2,-1,1,0,2,4,0
105000,4000,-1,56,4,-1,0,12,-1,-1,1,0,2,4,0
225000,4000,2,99,4,-1,0,0,-1,0,0,0,2,4,0
160000,4000,2,80,4,-1,0,0,-1,0,1,1,0,2,0
97500,4020,1,33,4,-1,0,12,2,-1,-1,-1,2,4,0
115000,4000,1,50,3,-1,0,0,2,-1,0,0,2,4,0
165000,4000,1,50,3,-1,0,0,2,-1,0,0,2,4,0
105000,4000,1,45,4,-1,0,12,3,0,1,0,0,4,0
274000,4000,2,132,4,-1,0,0,2,0,1,0,0,0,0
115000,4000,1,54,1,-1,0,0,-1,-1,0,0,2,4,0
269000,4030,3,124,2,-1,0,10,2,0,1,0,0,0,0
225000,4000,2,98,4,-1,0,0,-1,0,0,0,2,4,0
179000,4000,1,82,4,-1,0,0,2,-1,0,0,0,0,0
139900,4000,1,36,2,-1,0,12,-1,-1,-1,-1,2,4,0
360000,4000,3,149,4,-1,0,0,-1,-1,0,0,2,4,0
129000,4000,1,62,5,-1,0,0,2,0,1,0,2,4,0
155000,4000,2,95,4,-1,0,0,2,0,0,0,0,2,0
159000,4020,1,54,3,-1,0,0,2,0,0,0,2,2,0
275000,4020,3,104,5,-1,0,0,3,0,1,0,2,4,0
157000,4030,2,100,4,-1,0,0,2,0,1,0,0,3,0
125000,4000,1,50,3,-1,0,0,-1,-1,1,0,2,4,0
179000,4000,1,65,4,-1,0,0,4,0,1,0,0,0,0
149000,4000,1,85,4,-1,0,0,2,0,1,0,0,0,0
195000,4020,3,111,4,-1,0,0,-1,0,1,-1,0,0,0
385000,4000,2,137,0,-1,0,0,2,0,1,0,2,4,0
279000,4000,2,91,4,-1,0,0,2,-1,1,-1,2,4,0
289000,4000,3,152,3,-1,0,0,-1,-1,-1,-1,2,4,0
475000,4020,3,253,4,-1,0,0,-1,-1,1,0,2,4,0
145000,4000,2,74,4,-1,0,0,-1,0,1,-1,2,4,0
700000,4000,2,190,3,-1,0,0,-1,0,0,0,2,4,0
185000,4000,2,85,5,-1,0,0,2,0,0,0,2,4,0
100000,4000,1,67,7,-1,0,0,4,-1,0,-1,0,2,0
125000,4000,1,73,7,-1,2,5,4,-1,1,1,0,2,0
320000,4000,3,190,4,-1,0,0,2,0,1,0,2,2,0
599000,4000,3,218,1,-1,0,0,-1,-1,0,0,2,4,0
89000,4020,1,45,5,-1,0,0,-1,-1,1,0,2,4,0
539000,4020,3,150,0,-1,0,10,-1,-1,1,0,2,4,0
130000,4000,0,30,4,-1,0,12,2,-1,-1,-1,2,4,0
245000,4000,2,100,0,-1,0,4,-1,0,1,0,0,2,0
215000,4000,3,90,4,-1,0,0,2,0,0,0,0,2,0
189000,4020,2,90,0,-1,0,0,2,0,1,0,0,0,0
199000,4020,2,75,4,-1,0,0,2,0,1,0,0,4,0
110000,4020,2,70,4,-1,0,0,2,0,0,0,0,2,0
85000,4020,1,66,5,-1,0,0,2,0,0,0,0,2,0
375000,4000,3,146,3,-1,0,0,-1,-1,-1,-1,2,4,0
239000,4020,2,154,4,-1,0,6,-1,-1,1,0,2,4,0
199000,4000,3,120,4,-1,0,0,-1,-1,-1,-1,2,4,0
189000,4020,2,86,3,-1,0,0,2,-1,1,0,2,4,0
220000,4030,2,117,3,-1,0,0,3,-1,1,0,2,4,0
330000,4000,2,130,5,-1,0,0,2,0,1,0,2,4,0
175000,4000,1,55,4,-1,0,0,-1,-1,1,0,2,4,0
219000,4030,2,85,4,-1,0,10,2,0,1,-1,0,0,0
179000,4000,1,72,4,-1,0,0,3,0,0,1,0,0,0
230000,4000,5,220,7,-1,0,0,2,0,1,0,0,0,0
119000,4000,1,50,3,-1,0,0,-1,-1,1,0,2,4,0
120000,4000,-1,54,5,-1,0,0,-1,0,0,0,2,4,0
209000,4000,2,72,2,-1,0,0,-1,0,1,0,0,4,0
245000,4000,1,65,1,-1,0,0,-1,-1,-1,-1,2,4,0
380000,4020,4,184,4,-1,0,0,2,-1,-1,-1,2,0,0
219000,4000,2,75,1,-1,0,0,2,0,0,0,0,3,0
84500,4020,2,76,5,-1,0,0,2,0,1,0,0,2,0
165000,4000,2,82,3,-1,0,0,2,0,0,0,2,4,0
175000,4020,1,70,3,-1,0,0,3,-1,1,-1,2,4,0
230000,4020,2,95,5,-1,0,0,2,0,1,0,2,4,0
175000,4032,2,71,4,-1,0,0,2,-1,-1,-1,2,4,0
175000,4032,2,80,4,-1,0,0,2,-1,-1,-1,2,4,0
239000,4000,2,98,1,-1,0,0,2,0,1,1,0,4,0
265000,4000,3,96,3,-1,0,0,2,0,1,0,2,4,0
185000,4000,2,63,4,-1,0,0,-1,0,0,0,0,4,0
269000,4000,2,140,4,-1,0,4,-1,0,1,0,0,4,0
295000,4000,3,150,0,-1,0,0,2,-1,1,-1,2,3,0
245000,4000,3,133,5,-1,0,0,4,0,1,0,2,4,0
319500,4000,3,134,2,-1,0,0,3,-1,1,-1,2,4,0
259000,4000,2,81,2,-1,0,0,3,-1,1,-1,2,4,0
550000,4000,3,287,5,-1,0,0,-1,-1,0,0,2,4,0
205000,4000,1,61,3,-1,0,10,3,-1,1,0,2,4,0
125000,4000,3,115,5,-1,0,4,2,0,0,-1,0,2,0
365000,4000,5,334,5,-1,0,13,4,0,1,-1,1,0,1
235000,4000,2,80,1,-1,0,0,4,0,1,0,0,0,0
135000,4000,2,70,3,-1,0,0,2,0,1,0,2,4,0
309590,4020,3,115,3,-1,0,0,3,-1,1,1,2,4,0
315560,4020,3,115,3,-1,0,0,3,-1,1,0,2,4,0
199000,4000,3,120,4,-1,0,0,-1,-1,-1,-1,2,4,0
246200,4020,2,103,3,-1,0,10,3,-1,1,0,2,4,0
285570,4000,2,93,3,-1,0,0,2,-1,1,0,2,4,0
244470,4020,2,81,3,-1,0,0,3,-1,1,0,2,4,0
169000,4030,2,65,7,-1,0,0,2,0,1,0,0,2,0
115000,4000,-1,34,3,-1,0,12,2,0,0,0,2,4,0
165000,4000,2,78,4,-1,0,0,-1,0,0,0,0,4,0
225000,4020,2,89,4,-1,0,0,2,0,1,0,2,4,0
265000,4000,2,115,0,-1,0,0,3,0,0,1,0,4,0
275000,4000,2,102,2,-1,0,6,-1,0,1,0,2,4,0
360000,4020,3,128,2,-1,0,6,-1,0,1,0,2,3,0
199000,4000,2,77,1,-1,0,0,-1,0,0,0,2,4,0
290000,4020,2,99,2,-1,0,6,-1,0,1,0,2,3,0
110000,4000,-1,38,4,-1,0,12,2,0,0,0,2,4,0
229000,4020,2,75,4,-1,0,0,-1,0,1,0,0,0,0
315000,4000,2,99,2,-1,0,6,-1,0,1,0,2,3,0
250000,4000,2,98,4,-1,0,0,-1,0,0,0,2,4,0
150000,4000,2,80,5,-1,0,0,-1,0,1,0,2,2,0
169000,4020,1,51,4,-1,0,0,-1,-1,-1,-1,2,4,0
150000,4020,2,78,5,-1,0,0,2,0,0,0,2,4,0
159000,4000,1,75,3,-1,0,0,2,0,1,0,2,4,0
159000,4000,1,69,4,-1,0,0,2,0,0,0,2,4,0
165000,4000,1,76,0,-1,0,0,2,0,0,0,2,4,0
95000,4020,1,31,4,-1,0,12,2,0,0,0,0,0,0
350000,4000,2,137,0,-1,0,0,2,0,1,0,2,4,0
165000,4020,1,79,4,-1,0,0,2,-1,-1,0,2,4,0
90000,4020,-1,31,5,-1,0,12,2,0,1,0,2,4,0
235000,4000,2,82,4,-1,0,0,2,-1,1,-1,0,2,0
290000,4031,1,73,3,-1,0,0,2,0,1,1,2,4,0
225000,4020,2,89,1,-1,0,0,-1,-1,1,-1,2,4,0
290000,4031,1,73,3,-1,2,5,2,0,1,1,2,4,0
115000,4020,-1,45,4,-1,0,12,2,0,1,0,2,4,0
470000,4000,3,142,3,-1,0,0,-1,0,1,0,2,4,0
499000,4000,3,239,0,-1,0,0,2,0,1,0,0,3,0
140000,4000,1,89,3,-1,0,4,2,-1,1,0,2,4,0
379000,4000,3,171,4,-1,0,0,2,-1,1,1,0,0,0
149000,4020,1,57,7,-1,0,0,2,0,0,0,0,4,0
239000,4020,2,88,1,-1,0,0,-1,-1,0,0,2,4,0
